pk_blobs_00.blob_id,sentiment01.score
316,-0.3
317,-0.1
318,-0.3
319,-0.3
320,-0.3
321,-0.1
322,-0.066666667
323,-0.025
324,-0.3
325,-0.3
326,-0.3
327,0.15
328,-0.15
329,-0.3
330,0.7
331,-0.2
332,-0.375
333,0
334,-0.0375
335,0.133333333
336,-0.119047619
337,-0.154166667
338,-0.15
339,-0.1
340,-0.10625
341,-0.1
342,0.016666667
343,-0.0875
344,-0.3
345,0.021428571
346,-0.033333333
347,0.061111111
348,0.023214286
349,0.03531746
350,-0.15
351,-0.1
352,-0.3
353,-0.3
354,-0.308333333
355,0.016666667
356,-0.3
357,-0.023333333
358,0
359,-0.066666667
360,-0.066666667
361,-0.15
362,-0.25
363,-0.136666667
364,-0.15
365,-0.17
366,9.25E-18
367,0.183333333
368,-0.15
369,-0.1
370,-0.3
371,-0.3
372,-0.3
373,-0.3
374,-0.0125
375,-0.1
376,-0.075
377,-0.138095238
378,-0.089583333
379,-0.1
380,-0.3
381,-0.155555556
382,-0.15
383,-0.104166667
384,0.366666667
385,0
386,0.325
387,0.3
388,-0.3
389,-0.3
390,-0.15
391,-0.0125
392,-0.3
393,-0.033333333
394,-0.033333333
395,-0.025
396,-0.025
397,0.078571429
398,0.07
399,-0.15
400,-0.1
401,-0.147619048
402,-0.05
403,-0.3
404,-0.025
405,-0.175
406,-0.3
407,-0.15
408,-0.004761905
409,-0.3
410,-0.308333333
411,-0.038888889
412,0.046666667
413,0.5
414,-0.007142857
415,-0.3
416,-0.15
417,-0.025
418,-0.3
419,-0.075
420,-0.15
421,-0.141666667
422,0.201666667
423,0.075
424,-0.15
425,-0.15
426,-0.3
427,-0.064583333
428,0.15
429,0.283333333
430,-0.3
431,-0.0875
432,-0.3
433,-0.066666667
434,-0.3
435,-0.15
436,0.25
437,-0.15
438,0.25
439,0.25
440,0.166666667
441,-0.3
442,-0.3
443,-0.025
444,0.2
445,-0.3
446,0.1625
447,-0.15
448,-0.3
449,-0.3
450,-0.1
451,-0.175
452,-0.3
453,-0.2
454,-0.3
455,0.075
456,0.366666667
457,-0.05
458,-0.3
459,0.083333333
460,-0.141666667
461,0.366666667
462,-0.1
463,-0.15
464,-0.104166667
465,-0.15
466,0.22
467,-0.3
468,-0.4
469,0.41
470,0.45
471,-0.15
472,-0.1
473,-0.016666667
474,-0.3
475,-0.025
476,-0.3
477,-0.079166667
478,-0.00952381
479,-0.3
480,-0.3
481,-0.3
482,-0.3
483,-0.3
484,-0.21
485,-0.1
486,-0.3
487,-0.200694444
488,0
489,-0.3
490,0.1
491,-0.313333333
492,-0.091666667
493,-0.3
494,-0.3
495,-0.15
496,-0.15
497,-0.3
498,-0.3
499,-0.3
500,-0.3
501,-0.025
502,-0.3
503,0.266666667
504,-0.183333333
505,-0.3
506,-0.3
507,0.1
508,-0.15
509,-0.2
510,-0.3
511,-0.3
512,-0.3
513,-0.1
514,-0.3
515,-0.1
516,-0.3
517,-0.3
518,-0.104166667
519,-0.3
520,-0.225
521,0.463636364
522,-0.205555556
523,-0.091666667
524,-0.091666667
525,0
526,6.94E-18
527,-0.0375
528,-0.3
529,-0.05
530,-0.3
531,0.166666667
532,0
533,-0.1
534,-0.3
535,-0.15
536,-0.3
537,-0.15
538,-0.3
539,-0.066666667
540,0.016666667
541,-0.07
542,-0.15
543,-0.3
544,0.05
545,-0.3
546,-0.525
547,0.15
548,-0.15
549,-0.033333333
550,-0.15
551,0.03
552,-0.175
553,-0.15
554,-0.15
555,-0.0359375
556,-0.041666667
557,-0.041666667
558,-0.3
559,-0.3
560,0.0375
561,-0.15
562,-0.05
563,-0.3
564,-0.3
565,0.03
566,0.1
567,0.104427083
568,-0.3
569,-0.3
570,-0.1
571,-0.15952381
572,-0.227777778
573,-0.122222222
574,-0.3
575,-0.1
576,-0.3
577,-0.3
578,-0.038888889
579,-0.308333333
580,-0.3
581,-0.3
582,-0.3
583,-0.15
584,-0.1
585,-0.3
586,0.225
587,0.071875
588,-0.109259259
589,-0.033333333
590,-0.3
591,-0.15
592,-0.061111111
593,-0.21
594,-0.3
595,-0.025
596,-0.55
597,0.075
598,-0.016666667
599,-0.3
600,-0.3
601,0.55
602,0
603,-0.15
604,-0.166666667
605,-0.016666667
606,-0.1
607,-0.131216931
608,-0.3
609,-0.183333333
610,0.15
611,-0.22
612,-0.127790179
613,-0.15
614,-0.05
615,-0.2
616,-0.116666667
617,-0.3
618,-0.3
619,-0.3
620,-0.025
621,0.466666667
622,-0.3
623,0.223611111
624,-0.3
625,-0.308333333
626,0.05
627,0.021428571
628,-0.3
629,-0.154166667
630,-0.6375
631,-0.3
632,0.1
633,-0.154761905
634,0
635,-0.3
636,-0.3
637,-0.125
638,-0.3
639,-0.16875
640,-0.3
641,-0.3
642,-0.3
643,-0.3
644,-0.15
645,-0.3
646,-0.125
647,-0.1
648,-0.266666667
649,-0.3
650,-0.3
651,-0.3
652,-0.3
653,-0.3
654,-0.15
655,-0.3
656,-0.116666667
657,-0.3
658,-0.3
659,-0.15
660,-0.313333333
661,-0.3
662,-0.15
663,-0.308333333
664,0.15
665,-0.119047619
666,-0.308333333
667,-0.3
668,-0.15
669,-0.075
670,-0.0625
671,-0.55
672,-0.15
673,-0.175
674,-0.15
675,-0.35
676,-0.3
677,-0.15
678,0.275
679,-0.3
680,-0.3
681,-0.3
682,-0.05
683,-0.066666667
684,-0.3
685,0.08452381
686,-0.3
687,-0.3
688,0
689,-0.016666667
690,-0.3
691,-0.125
692,-0.0375
693,-0.3
694,0.366666667
695,-0.3
696,-0.1
697,-0.15
698,-0.05
699,-0.05
700,-0.025
701,-0.15
702,-0.05
703,-0.3
704,-0.308333333
705,-0.15
706,-0.025
707,-0.3
708,-0.3
709,0.044444444
710,-0.3
711,-0.3
712,-0.12
713,-0.3
714,-0.3
715,-0.4
716,-0.4
717,0.119965278
718,-0.308333333
719,0
720,-0.375
721,-0.15
722,0.275
723,-0.3
724,-0.3
725,0.133333333
726,-0.016666667
727,-0.3
728,-0.025
729,-0.375
730,-0.3
731,-0.15
732,-0.15
733,-0.3
734,-0.005555556
735,-0.3
736,-0.15
737,-0.2
738,0
739,-0.15
740,0.133333333
741,0.058333333
742,0.016666667
743,-0.26
744,-0.3
745,-0.3
746,-0.3
747,0.05
748,-0.05
749,-0.308333333
750,-0.2
751,-0.088888889
752,-0.2
753,-0.116666667
754,-0.3
755,-0.15
756,-0.205555556
757,-0.3
758,-0.104166667
759,-0.025
760,0.133333333
761,-0.3
762,-0.05
763,-0.3
764,-0.147619048
765,-0.1
766,-0.3
767,-0.3
768,-0.15
769,-0.2
770,-0.05
771,-0.233333333
772,-0.34047619
773,-0.3
774,0
775,-0.3
776,-0.3
777,-0.15
778,0
779,0.016666667
780,-0.3
781,-0.3
782,-0.3
783,-0.15
784,-0.3
785,-0.1
786,-0.3
787,-0.3
788,-0.029166667
789,-0.15
790,-0.3
791,-0.036111111
792,-0.375
793,-0.3
794,-0.3
795,-0.3
796,-0.083333333
797,-0.046296296
798,-0.219537815
799,-0.1
800,-0.3
801,0
802,-0.166666667
803,-0.114583333
804,-0.3
805,0.221428571
806,0.26
807,-0.15
808,-0.05
809,-0.15
810,-0.075
811,-0.4
812,-0.2
813,-0.161538462
814,-0.3
815,-0.15
816,-0.3
817,-0.1
818,-0.3
819,-0.3
820,-0.254166667
821,-0.153333333
822,-0.0875
823,-0.15
824,-0.15
825,-0.3
826,-0.3
827,-0.038888889
828,-0.3
829,-0.15
830,0.066666667
831,0.4
832,-0.3
833,0.366666667
834,-0.3
835,-0.3
836,-0.3
837,-0.125
838,-0.35
839,-0.15
840,-0.15
841,-0.3
842,-0.3
843,-0.23125
844,-0.25
845,-0.033333333
846,-0.2
847,-0.1
848,-0.269047619
849,-0.204166667
850,0.185714286
851,0
852,-0.154166667
853,-0.15
854,-0.3
855,-0.1
856,-0.3
857,-0.3
858,-0.3
859,0.070833333
860,-0.3
861,-0.4
862,-0.3
863,0.133333333
864,-0.3
865,-0.3
866,-0.3
867,-0.3
868,-0.125
869,0
870,-0.3
871,-0.3
872,-0.125
873,-0.3
874,-0.033333333
875,-0.3
876,-0.1
877,-0.1
878,-0.15
879,-0.15
880,-0.233333333
881,-0.0375
882,-0.25
883,-0.3
884,-0.4
885,-0.3
886,-0.15
887,0.0125
888,-0.066666667
889,-0.3
890,-0.0625
891,-0.15
892,-0.3
893,0.15
894,-0.15
895,9.25E-18
896,-0.3
897,-0.1
898,-0.3
899,-0.15
900,-0.3
901,0
902,-0.3
903,-0.3
904,-0.3
905,-0.15
906,-0.15
907,-0.3
908,-0.0375
909,-0.3
910,-0.025
911,-0.15
912,-0.15
913,-0.3
914,-0.3125
915,-0.3
916,0
917,-0.233333333
918,-0.314285714
919,0.19
920,0.175
921,-0.3
922,0.1
923,-0.2
924,0.264285714
925,0.05
926,-0.038888889
927,0.366666667
928,-0.3
929,-0.3
930,-0.3
931,-0.09
932,-0.068333333
933,0.2
934,-0.3
935,0.366666667
936,-0.3
937,-0.3
938,-0.3
939,0
940,0.085714286
941,-0.3
942,0.05
943,-0.1
944,-0.033333333
945,-0.066666667
946,-0.3
947,-0.186666667
948,0
949,0.125
950,0
951,-0.096666667
952,-0.3
953,-0.3
954,-0.3
955,-0.3
956,-0.3
957,0.15
958,0.196153846
959,0.209090909
960,0.066666667
961,-0.3
962,-0.3
963,-0.3
964,-0.3
965,-0.222916667
966,-0.15
967,-0.3
968,0.7
969,-0.3
970,0.1625
971,-0.15
972,-0.3
973,0.133333333
974,-0.06875
975,-0.3
976,-0.2
977,-0.3
978,-0.3
979,-0.2
980,-0.0875
981,-0.3
982,-0.3
983,-0.3
984,-0.025
985,-0.3
986,-0.3
987,-0.038888889
988,-0.3
989,-0.3
990,-0.117765568
991,-0.3
992,-0.1
993,-0.3
994,-0.033333333
995,-0.3
996,-0.1
997,-0.025
998,0.05
999,-0.25
1000,-0.3
1001,-0.016666667
1002,-0.1
1003,-0.15
1004,-0.3
1005,-0.3
1006,-0.05
1007,-0.038888889
1008,-0.525
1009,-0.12
1010,-0.025
1011,-0.3
1012,-0.3
1013,0.1
1014,-0.3
1015,-0.123809524
1016,-0.066666667
1017,-0.3
1018,-0.15
1019,-0.3
1020,-0.2
1021,-0.4
1022,-0.3
1023,-0.3
1024,0.1
1025,0.366666667
1026,-0.15
1027,-0.3
1028,-0.3
1029,-0.16
1030,-0.116666667
1031,-0.3
1032,-0.3
1033,-0.038888889
1034,-0.15
1035,-0.3
1036,-0.094444444
1037,-0.05
1038,-0.15
1039,-0.3
1040,-0.3
1041,-0.05
1042,0.034375
1043,-0.05
1044,-0.3
1045,-0.225
1046,-0.525
1047,0.366666667
1048,-0.0125
1049,-0.233333333
1050,-0.15
1051,-0.266666667
1052,0.016666667
1053,-0.1
1054,-0.3
1055,-0.108333333
1056,-0.3
1057,-0.025
1058,0.0375
1059,-0.3
1060,-0.3
1061,-0.025
1062,-0.15
1063,-0.3
1064,-0.4
1065,-0.525
1066,-0.3
1067,-0.308333333
1068,-0.3
1069,0
1070,-0.3
1071,-0.1
1072,-0.2
1073,-0.3
1074,0.15
1075,-0.175
1076,-0.275
1077,0.066666667
1078,-0.3
1079,-0.266666667
1080,-0.15
1081,-0.3
1082,-0.1
1083,-0.3
1084,-0.3
1085,-0.15
1086,-0.15
1087,-0.3
1088,0.133333333
1089,-0.25
1090,-0.3
1091,-0.3
1092,-0.3
1093,-0.0625
1094,-0.15
1095,-0.211309524
1096,-0.3
1097,0
1098,-0.033333333
1099,0
1100,-0.092857143
1101,-0.3
1102,-0.013333333
1103,-0.25
1104,-0.3
1105,-0.15
1106,0.05
1107,0
1108,-0.3
1109,-0.083333333
1110,-0.1
1111,-0.3
1112,-0.15
1113,-0.013888889
1114,0
1115,0.158333333
1116,0.14
1117,0.016666667
1118,-0.033333333
1119,-0.1
1120,0.076666667
1121,-0.158333333
1122,-0.3
1123,-0.15
1124,-0.125
1125,-0.15
1126,-0.525
1127,0.1
1128,0
1129,-0.3
1130,-0.038888889
1131,-0.3
1132,-0.3
1133,-0.025
1134,0
1135,-0.3
1136,-0.3
1137,-0.3
1138,-0.3
1139,0
1140,0.133333333
1141,-0.3
1142,-0.225
1143,-0.3
1144,-0.3
1145,-0.3
1146,-0.3
1147,-0.3
1148,-0.3
1149,-0.083333333
1150,-0.3
1151,-0.3
1152,-0.3
1153,-0.418452381
1154,-0.397278912
1155,-0.3
1156,-0.3
1157,-0.066666667
1158,-0.35
1159,-0.3
1160,-0.3
1161,0
1162,0.066666667
1163,-0.3
1164,0.013888889
1165,-0.0125
1166,-0.3
1167,-0.15
1168,0.066666667
1169,-0.258333333
1170,0.24
1171,-0.15
1172,-0.15
1173,0.25
1174,-0.1
1175,-0.3
1176,-0.3
1177,-0.3
1178,-0.04
1179,-0.4
1180,-0.3
1181,-0.3
1182,-0.3
1183,-0.28
1184,-0.3
1185,-0.15
1186,-0.1
1187,0.047222222
1188,-0.35
1189,0.05
1190,-0.3
1191,-0.3
1192,-0.15
1193,-0.016666667
1194,-0.3
1195,-0.3
1196,-0.125
1197,-0.1
1198,0.235714286
1199,0.216666667
1200,0.233333333
1201,-0.172916667
1202,-0.18
1203,-0.5
1204,-0.3
1205,-0.3
1206,-0.3
1207,-0.227083333
1208,-0.344444444
1209,-0.08
1210,-0.05
1211,-0.1
1212,-0.033333333
1213,-0.3
1214,-0.15
1215,0.045238095
1216,-0.025
1217,-0.3
1218,-0.06
1219,-0.008333333
1220,-0.1
1221,-0.15
1222,-0.3
1223,-0.3
1224,-0.3
1225,-0.3
1226,-0.15
1227,-0.15
1228,-0.15
1229,0.066666667
1230,-0.3
1231,-0.3
1232,-0.3
1233,0.033333333
1234,-0.3
1235,-0.1
1236,-0.025
1237,-0.3
1238,-0.085
1239,-0.3
1240,-0.4
1241,-0.4
1242,-0.092857143
1243,-0.3
1244,-0.1
1245,-0.020833333
1246,-0.233333333
1247,-0.083333333
1248,-0.1
1249,0.366666667
1250,-0.3
1251,-0.3
1252,0.075
1253,-0.3
1254,-0.104166667
1255,-0.3
1256,-0.308333333
1257,-0.311111111
1258,-0.15
1259,-0.15
1260,-0.525
1261,-0.3
1262,-0.3
1263,-0.0125
1264,-0.04
1265,0.1
1266,-0.3
1267,-0.3
1268,-0.3
1269,-0.3
1270,-0.104166667
1271,0.3375
1272,-0.3
1273,-0.05
1274,-0.35
1275,-0.3
1276,0
1277,-0.086111111
1278,-0.185714286
1279,-0.4
1280,-0.15
1281,-0.1
1282,-0.305555556
1283,0
1284,-0.166666667
1285,-0.016666667
1286,-0.3
1287,-0.137755102
1288,-0.125
1289,-0.3
1290,-0.3
1291,-0.3
1292,-0.15
1293,-0.233333333
1294,0
1295,-0.06
1296,-0.3
1297,-0.25
1298,-0.075
1299,-0.083333333
1300,-0.3
1301,-0.3
1302,-0.025
1303,-0.3
1304,-0.025
1305,-0.025
1306,-0.3
1307,-0.025
1308,-0.3
1309,-0.125
1310,-0.05
1311,0.15
1312,-0.15
1313,-0.316666667
1314,0.325
1315,-0.3
1316,0
1317,-0.0875
1318,-0.3
1319,0.35
1320,-0.05
1321,-0.3
1322,-0.3
1323,-0.3
1324,-0.3
1325,-0.166666667
1326,-0.212037037
1327,-0.3
1328,-0.108333333
1329,-0.266666667
1330,0.025
1331,-0.3
1332,-0.029166667
1333,0.019047619
1334,-0.019444444
1335,-0.3
1336,-0.033333333
1337,-0.016666667
1338,-0.3
1339,-0.104166667
1340,-0.3
1341,-0.3
1342,0
1343,-0.3
1344,-0.3
1345,-0.3
1346,-0.15
1347,0.05
1348,0.013809524
1349,-0.138888889
1350,-0.1
1351,0.2
1352,-0.233333333
1353,-0.266666667
1354,-0.3
1355,-0.525
1356,-0.3
1357,-0.3
1358,-0.15
1359,-0.3
1360,-0.1
1361,-0.15
1362,-0.084432234
1363,-0.3
1364,-0.3
1365,-0.108333333
1366,-0.3
1367,-0.15
1368,0.085714286
1369,-0.233333333
1370,-0.3
1371,0.1
1372,-0.3
1373,-0.125
1374,-0.15
1375,-0.3
1376,-0.3
1377,-0.375
1378,-0.1
1379,0.075
1380,-0.075
1381,-0.3
1382,-0.075
1383,-0.01
1384,-0.125
1385,-0.3
1386,-0.1
1387,-0.15
1388,-0.2
1389,-0.3
1390,-0.1
1391,-0.2
1392,-0.3
1393,-0.183333333
1394,-0.133333333
1395,-0.15
1396,-0.319444444
1397,0.366666667
1398,-0.4
1399,-0.3
1400,0.05
1401,0.175
1402,0.1125
1403,0.023809524
1404,-0.025
1405,-0.3
1406,-0.3
1407,9.25E-18
1408,-0.125
1409,-0.3
1410,-0.233333333
1411,0.1
1412,-0.15
1413,-0.083333333
1414,0.076666667
1415,0.2875
1416,-0.1825
1417,0.05
1418,-0.3
1419,-0.3
1420,-0.338888889
1421,-0.3
1422,-0.22
1423,-0.211363636
1424,-0.3
1425,-0.3
1426,-0.3
1427,-0.372222222
1428,-0.3
1429,-0.3
1430,-0.0875
1431,0.1
1432,-0.3
1433,-0.525
1434,-0.15
1435,0
1436,0.069444444
1437,-0.166666667
1438,-0.182575758
1439,-0.082738095
1440,-0.066666667
1441,0
1442,-0.163636364
1443,-0.15
1444,-0.3
1445,-0.208333333
1446,0.15
1447,-0.3
1448,-0.3
1449,-0.375
1450,-0.205555556
1451,0.325
1452,-0.3
1453,-0.3
1454,-0.219047619
1455,0.033333333
1456,-0.3
1457,-0.15
1458,0.053125
1459,-0.3
1460,0
1461,-0.05
1462,-0.083333333
1463,9.25E-18
1464,-0.308333333
1465,-0.125
1466,-0.3
1467,-0.173333333
1468,-0.064285714
1469,-0.3
1470,-0.15
1471,0.1
1472,-0.1
1473,-0.038888889
1474,-0.3
1475,-0.3
1476,-0.3
1477,-0.102272727
1478,-0.3
1479,-0.05
1480,-0.15
1481,-0.3
1482,0
1483,-0.141666667
1484,-0.0125
1485,-0.1
1486,-0.3
1487,-0.3
1488,-0.3
1489,-0.15
1490,0.366666667
1491,-0.3
1492,0
1493,-0.1
1494,-0.15
1495,-0.3
1496,-0.23
1497,-0.15
1498,-0.15
1499,-0.2
1500,-0.3
1501,-0.025
1502,0
1503,0.023214286
1504,-0.15
1505,-0.169444444
1506,-0.15
1507,-0.15
1508,-0.15
1509,-0.05
1510,-0.233333333
1511,-0.3
1512,0
1513,-0.3
1514,-0.3
1515,0.142592593
1516,-0.1
1517,-0.086111111
1518,-0.083333333
1519,0
1520,0.275
1521,0.141666667
1522,-0.3
1523,-0.173333333
1524,-0.173333333
1525,-0.3
1526,-0.3
1527,-0.358333333
1528,-0.025
1529,-0.3
1530,-0.1
1531,0
1532,-0.3
1533,-0.3
1534,-0.15
1535,-0.3
1536,-0.3
1537,-0.3
1538,-0.525
1539,0.03
1540,-0.025
1541,0.075
1542,0.425
1543,-0.3
1544,-0.3
1545,-0.0125
1546,-0.1
1547,-0.045
1548,-0.3
1549,-0.2
1550,-0.3
1551,-0.3
1552,-0.116666667
1553,-0.15
1554,0
1555,-0.3
1556,0.023214286
1557,-0.3
1558,-0.077380952
1559,-0.3375
1560,-0.3
1561,-0.15
1562,-0.065
1563,-0.35
1564,-0.3
1565,0.16
1566,-0.3375
1567,-0.183333333
1568,0.0875
1569,-0.3
1570,-0.1
1571,-0.129166667
1572,-0.122222222
1573,-0.2
1574,-0.4
1575,0.075
1576,0.075
1577,-0.195238095
1578,-0.0125
1579,-0.3
1580,0.1
1581,-0.3
1582,-0.125
1583,-0.3
1584,-0.190277778
1585,-0.3
1586,0.366666667
1587,0.275
1588,0.275
1589,0.3375
1590,0.275
1591,-0.3
1592,-0.3
1593,-0.3
1594,-0.3
1595,-0.15
1596,-0.3
1597,-0.3
1598,-0.125
1599,-0.3
1600,-0.3
1601,-0.025
1602,-0.0125
1603,-0.1
1604,0.275
1605,-0.3
1606,-0.3
1607,-0.3
1608,-0.15
1609,-0.3
1610,-0.3
1611,-0.033333333
1612,-0.3
1613,-0.3
1614,0
1615,-0.3
1616,-0.3
1617,-0.4
1618,-0.3
1619,-0.3
1620,0.05
1621,-0.3
1622,-0.3
1623,-0.038888889
1624,0.24375
1625,0.013333333
1626,-0.3
1627,-0.15
1628,-0.3
1629,0.175
1630,0.15
1631,-0.3
1632,-0.3
1633,-0.3
1634,0.075
1635,-0.3
1636,-0.247916667
1637,-0.3
1638,-0.15
1639,-0.1
1640,-0.3
1641,-0.3
1642,0.233333333
1643,0.028571429
1644,-0.308333333
1645,-0.1875
1646,-0.3
1647,-0.025
1648,-0.3
1649,-0.059259259
1650,-0.033333333
1651,-0.3
1652,-0.3
1653,-0.3
1654,-0.15
1655,-0.3
1656,-0.3
1657,-0.3
1658,-0.3
1659,-0.3
1660,-0.3
1661,-0.258333333
1662,-0.3
1663,-0.3
1664,0.1375
1665,0.1375
1666,-0.3
1667,-0.3
1668,-0.15
1669,-0.3
1670,-0.3
1671,-0.11
1672,-0.25
1673,-0.3
1674,-0.3
1675,-0.15
1676,0.070833333
1677,-0.3
1678,-0.226666667
1679,-0.3
1680,-0.133333333
1681,-0.3
1682,-0.1
1683,-0.3
1684,-0.138888889
1685,-0.3
1686,-0.15
1687,-0.15
1688,-0.35
1689,-0.15
1690,0.076666667
1691,-0.1
1692,-0.3
1693,0
1694,0.05
1695,-0.05
1696,-0.125
1697,-0.066666667
1698,-0.3
1699,-0.3
1700,-0.3
1701,-0.15
1702,-0.169761905
1703,-0.075
1704,-0.06
1705,-0.01
1706,0
1707,-0.038888889
1708,-0.27
1709,-0.525
1710,-0.3
1711,-0.3
1712,-0.07
1713,-0.1
1714,-0.15
1715,-0.3
1716,-0.1
1717,-0.1
1718,0.225
1719,0.22
1720,-0.15
1721,-0.15
1722,0.15
1723,-0.2225
1724,-0.205555556
1725,-0.3
1726,0.27
1727,0.7
1728,-0.3
1729,0.15
1730,-0.3
1731,-0.025
1732,-0.3
1733,-0.15
1734,-0.15
1735,-0.3
1736,0.05
1737,-0.125
1738,0
1739,-0.154166667
1740,-0.025
1741,-0.3
1742,-0.141666667
1743,-0.3
1744,-0.108333333
1745,-0.3
1746,-0.3
1747,-0.3
1748,-0.15
1749,0
1750,-0.016666667
1751,-0.075
1752,-0.3
1753,-0.3
1754,-0.1
1755,-0.3
1756,-0.3
1757,-0.3
1758,-0.025
1759,0.366666667
1760,-0.025
1761,-0.3
1762,-0.3
1763,-0.243939394
1764,-0.3
1765,-0.308333333
1766,-0.066666667
1767,-0.05
1768,-0.3
1769,-0.3
1770,-0.3
1771,5.55E-18
1772,-0.192857143
1773,-0.15
1774,-0.3
1775,-0.1
1776,-0.3
1777,-0.3
1778,-0.3
1779,-0.3
1780,-0.3
1781,-0.15
1782,0.133333333
1783,-0.3
1784,-0.3
1785,0
1786,-0.3
1787,-0.3
1788,-0.166666667
1789,0.04
1790,-0.308333333
1791,-0.3
1792,0.2
1793,-0.3
1794,-0.3
1795,-0.15
1796,-0.3
1797,-0.1
1798,0.1625
1799,-0.3
1800,-0.125
1801,0
1802,0.15
1803,-0.109259259
1804,-0.3
1805,-0.3
1806,-0.086666667
1807,-0.025
1808,-0.3
1809,0.2
1810,-0.3
1811,-0.0125
1812,0.275
1813,0.1
1814,-0.3
1815,-0.3
1816,-0.3
